"state","year","agi_class","age_group","total_n1","total_n2","nonmig_y1_agi","outflow_n1","outflow_n2","samest_y1_agi","net_outflow_n1","pct_outflow_n1","net_outflow_n2","pct_outflow_n2","outflow_agi","net_outflow_agi","total_agi","pct_outflow_agi"
"AR",2016,2,"2",54824,126404,825134,2778,5896,71050,213,0.107544141252006,389,0.0466440935413436,47006,3488,943598,0.0498157054169254
"AR",2016,2,"3",39801,104187,674558,1372,3391,39069,3,0.085198864350142,-83,0.032547246777429,23349,-138,741032,0.031508760755271
"AR",2016,2,"4",32719,68146,607239,809,1592,23686,-61,0.0486567437880131,-93,0.0233616059636662,13711,-1166,649530,0.0211091096639108
"AR",2016,2,"5",28975,50084,609615,509,795,14498,-109,0.0274374460742019,-133,0.0158733328008945,8655,-2101,640896,0.0135045311563811
"AR",2016,2,"6",43400,66822,932615,720,965,15930,64,0.0222350230414747,45,0.014441351650654,12114,1039,967205,0.0125247491483191
"AR",2016,3,"0",276714,592328,9231690,7191,14176,370715,324,0.0512297896022608,-25,0.0239326859442741,256697,10695,9844869,0.0260741915407915
"AR",2016,3,"1",34725,77618,840975,1616,2845,73707,94,0.0819294456443485,-84,0.0366538689479245,54998,2782,955009,0.0575889860723826
"AR",2016,3,"2",56591,129370,1650587,2457,4953,120318,247,0.0875227509674683,129,0.0382855376053181,87884,8457,1844930,0.0476354116416341
"AR",2016,3,"3",50401,134249,1668277,1197,3076,72657,120,0.0610305351084304,239,0.0229126473940216,43483,4255,1781869,0.0244030285054625
"AR",2016,3,"4",49217,104591,1758173,783,1543,48810,-64,0.031350955970498,-118,0.0147527033874808,28515,-2370,1840327,0.0154945289614291
"AR",2016,3,"5",43580,76839,1663574,510,833,29793,-132,0.0191142726021111,-244,0.0108408490480095,18998,-4413,1721575,0.0110352438900425
"AR",2016,3,"6",42200,69661,1650102,628,926,25426,59,0.0219431279620853,53,0.0132929472732232,22817,1984,1701156,0.013412644107889
"AR",2016,4,"0",148924,350426,8479620,3406,7250,234872,-97,0.0486825494883296,-628,0.0206891041189866,209013,-5803,8921055,0.0234291796205718
"AR",2016,4,"1",7062,17755,290799,450,781,22293,64,0.110591900311526,65,0.0439876091241904,27481,4108,329870,0.0833085761057386
"AR",2016,4,"2",24447,65906,1209581,1080,2313,75371,28,0.094612835930789,-261,0.0350954389585167,66002,1483,1342348,0.0491690679317137
"AR",2016,4,"3",27995,85548,1564911,681,1923,47811,19,0.0686908376495803,-15,0.022478608500491,41964,1584,1652402,0.0253957572067814
"AR",2016,4,"4",30502,74370,1784650,480,1081,40093,-34,0.0354402989967871,-62,0.0145354309533414,29519,-2102,1857235,0.015894057564067
"AR",2016,4,"5",30152,58328,1851466,313,543,27843,-182,0.0180087556381003,-337,0.00930942257577836,19443,-10915,1912272,0.0101674866337006
"AR",2016,4,"6",28766,48519,1778211,402,609,21458,8,0.0211708266703747,-18,0.0125517838372596,24602,39,1826924,0.0134663510906858
"AR",2016,5,"0",90851,235224,7257931,1909,4539,153141,-82,0.0499609250310949,-214,0.0192965003571064,164643,-7310,7569517,0.021750793346524
"AR",2016,5,"1",1918,4997,109504,168,334,7014,32,0.174139728884254,57,0.0668401040624375,14388,2662,125119,0.114994525211998
"AR",2016,5,"2",12375,37037,867290,537,1285,43216,4,0.103838383838384,-21,0.0346950346950347,46058,137,949056,0.0485303290849012
"AR",2016,5,"3",18154,63005,1412379,473,1446,32974,30,0.0796518673570563,51,0.0229505594794064,40803,2431,1480685,0.0275568402462374
"AR",2016,5,"4",19631,53782,1611052,263,622,28538,-53,0.0316845805104172,-149,0.0115652076903053,22823,-4520,1666069,0.0136987123582517
"AR",2016,5,"5",19487,40873,1631629,215,432,23027,-85,0.0221686252373377,-129,0.0105693244929416,18723,-7173,1680579,0.0111408032588769
"AR",2016,5,"6",19286,35530,1626074,253,420,18369,-10,0.0217774551488126,-23,0.0118209963411202,21846,-845,1668007,0.0130970673384464
"AR",2016,6,"0",107701,295999,13053065,2519,6633,255439,-145,0.0615871718925544,-415,0.0224088594893902,341595,-22399,13632481,0.025057434519806
"AR",2016,6,"1",939,2543,81745,112,263,5470,51,0.280085197018104,104,0.103421156114825,14552,6879,92354,0.157567620243844
"AR",2016,6,"2",10420,31464,1041149,606,1574,49877,110,0.1510556621881,256,0.0500254258835495,81138,14498,1143993,0.0709252591580543
"AR",2016,6,"3",22679,82904,2653017,624,2111,61890,-52,0.0930817055425724,-208,0.0254631863360031,85210,-8023,2794825,0.030488492123836
"AR",2016,6,"4",26439,80760,3262052,487,1368,54933,-40,0.0517417451492114,-86,0.0169390787518574,66113,-6147,3383606,0.0195392134899867
"AR",2016,6,"5",24631,55054,3099392,338,692,43177,-165,0.0280946774389996,-351,0.0125694772405275,46935,-23690,3210389,0.0146197236534264
"AR",2016,6,"6",22593,43274,2915708,352,625,40090,-49,0.0276634355773912,-130,0.0144428525211443,47646,-5914,3007311,0.0158433896594
"AR",2016,7,"0",31233,90131,14679628,875,2582,129988,-97,0.0826689719207249,-222,0.0286471913104259,398565,58228,15084552,0.0264220641090302
"AR",2016,7,"1",213,668,60962,19,56,0,9,0.262910798122066,23,0.0838323353293413,17811,15386,62755,0.283818022468329
"AR",2016,7,"2",1472,4531,911076,107,283,12004,21,0.192255434782609,29,0.0624586184065328,43111,20197,938902,0.0459164002206833
"AR",2016,7,"3",6236,23987,2116340,252,941,32639,-10,0.150898011545863,1,0.0392295826906241,85883,4864,2211828,0.038828968617813
"AR",2016,7,"4",8752,29680,3439761,240,779,35192,-30,0.0890082266910421,-84,0.0262466307277628,125127,26560,3553034,0.0352169441665911
"AR",2016,7,"5",8010,18674,3408286,155,341,32040,-60,0.0425717852684145,-130,0.0182606833029881,74627,-8364,3518753,0.0212083655772372
"AR",2016,7,"6",6550,12591,4743200,102,182,18111,-27,0.0277862595419847,-61,0.0144547692796442,52004,-415,4799279,0.0108357942932678
"CA",2016,0,"0",14350451,31759954,1167735163,283591,538819,32882922,27291,0.0375471823150366,91131,0.0169653583251411,22469807,2354644,1218858922,0.0184351171365508
"CA",2016,0,"1",2075444,4526853,48906720,59558,92846,2581750,-4001,0.0447354879245116,1639,0.0205100541148564,1864344,-346724,53229071,0.0350249208745349
"CA",2016,0,"2",2718079,5204898,124905384,91652,164741,8081486,-2500,0.0606093494707107,13370,0.0316511485911924,5297054,-536954,137894255,0.0384138846103487
"CA",2016,0,"3",2401298,6777015,225064937,47425,123883,9136359,7354,0.0515900150668513,26416,0.0182798769074585,5079342,395337,238458553,0.0213007331299205
"CA",2016,0,"4",2559466,6822374,283885263,30335,68681,5261401,7068,0.0268341130532697,16675,0.0100670235903221,3906893,398248,292439065,0.0133596822982593
"CA",2016,0,"5",2306479,4709238,253868778,27336,48035,4269915,10817,0.0208261163444367,19311,0.0102001640180428,3661540,1487581,260382356,0.0140621663320383
"CA",2016,0,"6",2289685,3719576,231104078,27285,40633,3552008,8553,0.0177461091809572,13720,0.0109240945742203,2660632,957157,236455620,0.0112521410994587
"CA",2016,1,"0",1044025,1580727,11871613,30816,43262,605366,3131,0.041437705035799,5588,0.0273684197207994,178193,16536,12879225,0.0138356927532518
"CA",2016,1,"1",243306,363245,2135766,9285,11977,141915,21,0.0492260774497957,298,0.0329722363693926,57937,420,2381007,0.0243329818013975
"CA",2016,1,"2",192929,284758,2029992,9308,13132,160394,702,0.0680664907815829,1520,0.0461163514282303,54155,3758,2312504,0.0234183378709831
"CA",2016,1,"3",102553,186869,1262304,3478,5992,67514,601,0.0584283248661668,1153,0.0320652435663486,19998,3622,1380947,0.0144813667722223
"CA",2016,1,"4",121900,204166,1503106,2821,4400,58252,678,0.0360951599671862,1019,0.0215510907790719,15754,3626,1596401,0.00986844783985978
"CA",2016,1,"5",151275,222818,1857353,2590,3527,64962,674,0.0233151545199141,944,0.0158290622840166,13650,3239,1953630,0.00698699344297538
"CA",2016,1,"6",232062,318871,3083090,3334,4234,112326,455,0.018245124147857,654,0.0132780967852204,16697,1873,3254733,0.00513006750476921
"CA",2016,2,"0",2949812,5805028,52337605,70188,116325,2002451,7859,0.0394347165175272,19652,0.0200386630348725,1224466,132551,55621361,0.0220143120913564
"CA",2016,2,"1",897775,1740513,13131080,26134,38728,595390,861,0.0431377572331598,3294,0.0222509110819626,462614,12231,14150890,0.0326915126893079
"CA",2016,2,"2",615482,1154316,9971378,21744,36060,579651,1957,0.0585882284128537,5626,0.0312392793654424,381755,33658,10959353,0.0348337169174129
"CA",2016,2,"3",348127,888852,6396518,7710,17695,241913,1474,0.0508291514303688,4447,0.0199077011695985,132527,25486,6786524,0.0195279645367791
"CA",2016,2,"4",358727,831222,6967202,5319,10530,190264,1299,0.0293537982922947,2895,0.0126680958877412,91091,22861,7255835,0.0125541719181872
"CA",2016,2,"5",330871,606348,6857050,4350,6758,174869,1208,0.0204248785780561,1910,0.0111454148442808,73961,20504,7117232,0.0103918208651903
"CA",2016,2,"6",398830,583777,9014376,4931,6554,220361,1060,0.0164330667201565,1480,0.0112268897198759,82517,17811,9351524,0.00882390934354657
"CA",2016,3,"0",3634716,7896927,119532010,69404,128365,4039421,6337,0.0353163768503509,23486,0.0162550571887014,2479919,218393,125738098,0.0197228925794631
"CA",2016,3,"1",700474,1786298,18232045,16874,29282,793656,-1162,0.0418031218860372,1836,0.0163925615994644,566774,-48137,19504492,0.0290586394149614
"CA",2016,3,"2",901903,1655194,26469641,27573,49896,1464486,625,0.0553230225423355,6534,0.0301451068575647,994496,13351,28847900,0.034473774520849
"CA",2016,3,"3",560575,1458003,19106696,9574,23238,632194,2128,0.0414538643357267,6809,0.0159382388102082,355306,79075,20041941,0.0177281232391613
"CA",2016,3,"4",563222,1395886,20220749,5586,11464,446424,1421,0.0203543185457954,3367,0.00821270504897964,203837,51426,20838917,0.00978155438691944
"CA",2016,3,"5",484556,941729,18411281,4857,7612,355610,1800,0.015709226590941,2769,0.00808300477101162,178795,67134,18906261,0.00945692011762664
"CA",2016,3,"6",423986,659817,17091595,4940,6873,347049,1525,0.0162104409107848,2171,0.0104165245818159,180709,55545,17598586,0.0102683817893097
"CA",2016,4,"0",2092130,4652059,117034770,35667,70828,3774701,1583,0.033854492789645,11547,0.0152250863542358,2193961,100018,122685711,0.0178827752809779
"CA",2016,4,"1",142850,414004,6086815,3609,5863,347008,-1877,0.0410430521526076,-1782,0.0141616989207834,219067,-114512,6662014,0.0328829990450335
"CA",2016,4,"2",436683,850787,20844011,13672,26130,1361078,-1744,0.0598374564615522,1243,0.0307127400865316,838115,-107746,23005823,0.0364305593414328
"CA",2016,4,"3",395886,1077008,21900159,7169,19077,748523,1225,0.0481881147603098,4760,0.0177129603494124,441905,75571,23010176,0.0192047640139736
"CA",2016,4,"4",406759,1046039,23900278,3790,8228,520468,1019,0.0202281940903582,2539,0.00786586350986914,234245,62230,24599467,0.00952236078936182
"CA",2016,4,"5",361753,717755,22195986,3452,5839,393081,1515,0.0161408474843332,2667,0.0081350878781757,213902,94389,22725259,0.00941252198709814
"CA",2016,4,"6",348199,546466,22107517,3975,5691,404540,1445,0.016344102079558,2120,0.0104141886228969,246723,90083,22682970,0.0108770147824557
"CA",2016,5,"0",1369942,3198310,108922056,23270,49820,3179723,1760,0.0363665031074308,9094,0.015576976590762,2016685,156021,113718309,0.0177340396435195
"CA",2016,5,"1",42352,109144,2473251,1647,2906,175990,-941,0.0686154136758595,-942,0.0266253756505167,141778,-80413,2799383,0.0506461602431679
"CA",2016,5,"2",229747,488212,15343640,7716,15329,1070355,-1346,0.0667212194283277,202,0.0313982450247024,665600,-116354,17036089,0.039070000162596
"CA",2016,5,"3",277639,817483,21416645,5337,15114,728986,759,0.0544375970234729,3300,0.0184884578639556,463342,65400,22510513,0.0205833603170217
"CA",2016,5,"4",287028,777169,23492376,2809,6633,468338,729,0.023109243697479,1957,0.00853482318517594,244834,63899,24134523,0.0101445551668869
"CA",2016,5,"5",264546,547668,22453673,2790,5113,361996,1338,0.0193274515585191,2519,0.00933594805612159,243170,117172,22947940,0.0105965938554833
"CA",2016,5,"6",268630,458634,23742469,2971,4725,374055,1221,0.0175892491531102,2058,0.0103023325789191,257959,106319,24289859,0.0106200287123939
"CA",2016,6,"0",2221021,5721258,279251175,35824,82887,7245858,4339,0.037319322960026,16571,0.0144875480182855,4939105,612610,290187391,0.0170203983811275
"CA",2016,6,"1",36463,83382,3410584,1484,2914,288293,-874,0.0799166278144969,-1017,0.0349475906070855,198546,-112375,3905445,0.0508382527471261
"CA",2016,6,"2",268992,607874,27321105,9032,18528,1968160,-2145,0.0688793718772305,-1004,0.0304800007896373,1213126,-293772,30436393,0.0398577452985313
"CA",2016,6,"3",483486,1560453,59052330,9247,27145,1897520,1295,0.056144335099672,5892,0.0173955896140416,1283433,174034,61925994,0.0207252708773637
"CA",2016,6,"4",530125,1597633,69038565,5814,15058,1255583,1363,0.0284046215515209,3657,0.00942519339547944,820822,194234,70880801,0.0115803149572195
"CA",2016,6,"5",474188,1082015,62911675,5586,11099,982855,2760,0.0234063282917324,5422,0.0102577136176486,785572,388657,64279380,0.0122212130857516
"CA",2016,6,"6",427767,789901,57516913,4661,8143,853446,1940,0.0190360640255092,3621,0.010308886809866,637604,261833,58759375,0.0108511024836462
"CA",2016,7,"0",1038805,2905645,478785930,18422,47332,12035399,2282,0.045563893127199,5193,0.0162896706239062,9437476,1118517,498028823,0.0189496582610441
"CA",2016,7,"1",12224,30267,3437178,525,1176,239494,-29,0.0962041884816754,-48,0.0388541976409951,217626,-3937,3825836,0.0568832537515983
"CA",2016,7,"2",72343,163757,22925614,2607,5666,1477360,-549,0.0783213303291265,-751,0.0346000476315516,1149805,-69849,25296189,0.0454536847427887
"CA",2016,7,"3",233032,788347,95930281,4910,15622,4819706,-128,0.0670380033643448,55,0.019816146950518,2382828,-27850,102802456,0.0231787069367292
"CA",2016,7,"4",291705,970259,138762984,4196,12368,2322069,559,0.0423989989887043,1241,0.0127471118536391,2296307,-28,143133118,0.0160431564133187
"CA",2016,7,"5",239290,590905,119181756,3711,8087,1936539,1522,0.0337958126123114,3080,0.0136857870554488,2152487,796486,122452651,0.0175781167857281
"CA",2016,7,"6",190211,362110,98548115,2473,4413,1240229,907,0.0232005509670839,1616,0.0121869045317721,1238420,423694,100518570,0.0123203105655005
"CO",2016,0,"0",2102997,4423749,156553095,83704,158432,6875426,-24371,0.0753362938701291,-34362,0.0358139668412471,5382173,-1791077,170336751,0.0315972505545794
"CO",2016,0,"1",249445,466091,5026965,17419,25207,648065,-8031,0.101052336186334,-9296,0.0540817136567752,475065,-217356,6268278,0.0757887572950657
"CO",2016,0,"2",419182,814323,16657610,27730,51231,1921542,-11437,0.122216602812144,-14407,0.0629123824330149,1360533,-623568,20360022,0.0668237490116661
"CO",2016,0,"3",367991,1024151,29020917,14016,37074,1467014,-2752,0.1007470291393,-6575,0.0361997400773909,1150822,-346789,31928000,0.0360442871460787
"CO",2016,0,"4",362839,899049,37129759,9426,20783,1247207,-810,0.0572788481943782,-2275,0.0231166488144695,956755,-249314,39478983,0.024234540185597
"CO",2016,0,"5",351558,656375,38128660,7903,13253,945637,-344,0.0376979047554031,-883,0.0201912016758713,844006,-210480,40271704,0.0209577921013722
"CO",2016,0,"6",351982,563760,30589181,7210,10884,645958,-997,0.0309220357859209,-926,0.0193060876968923,594990,-143569,32029761,0.0185761610896816
"CO",2016,1,"0",138016,200468,1592011,9062,12662,136261,-2286,0.0917429863204266,-2724,0.0631622004509448,53338,-14233,1892679,0.0281812182625791
"CO",2016,1,"1",30001,41394,247056,2907,3654,36764,-1117,0.121795940135329,-1257,0.0882736628496884,18286,-7115,329050,0.0555721015043306
"CO",2016,1,"2",28123,42978,277236,2741,3990,41368,-925,0.141876755680404,-1178,0.0928381962864721,16145,-5779,370642,0.0435595534235192
"CO",2016,1,"3",14512,26145,166250,996,1745,15794,-71,0.120245314222712,-114,0.0667431631287053,5776,-542,199508,0.028951220001203
"CO",2016,1,"4",14028,21547,177935,734,1125,11880,-50,0.080196749358426,-81,0.0522114447486889,4190,-278,203131,0.020627083015394
"CO",2016,1,"5",17950,24048,245819,741,950,14454,7,0.052924791086351,-10,0.0395043246839654,4113,344,274115,0.0150046513324699
"CO",2016,1,"6",33402,44356,477713,943,1198,15998,-130,0.035866115801449,-84,0.0270087474073406,4825,-863,516231,0.00934659096412265
"CO",2016,2,"0",365203,627458,6362340,20375,31359,539062,-7531,0.0858673121524193,-9199,0.0499778471228353,355977,-134034,7459480,0.0477214229410093
"CO",2016,2,"1",100248,161133,1292913,7345,9886,169379,-4014,0.0986154337243636,-4497,0.0613530437588824,128624,-70889,1645415,0.0781711604671162
"CO",2016,2,"2",83879,148152,1271270,6679,10560,170253,-2683,0.125895635379535,-3343,0.071278146768184,117863,-48892,1629672,0.0723231423255723
"CO",2016,2,"3",44492,103128,790703,2227,4693,69825,-413,0.105479636788636,-832,0.0455065549608254,38355,-7677,924140,0.0415034518579436
"CO",2016,2,"4",37375,72048,741720,1541,2680,48234,-146,0.0717056856187291,-265,0.0371974239395958,26691,-2412,831652,0.0320939527590867
"CO",2016,2,"5",38396,58266,869652,1260,1786,38609,-29,0.046515262006459,-50,0.0306525246284282,21987,-155,944044,0.0232902279978476
"CO",2016,2,"6",60813,84731,1396080,1323,1754,42759,-246,0.0288425172249355,-212,0.0207008060804192,22454,-4010,1484554,0.01512508133756
"CO",2016,3,"0",552034,1038831,17656160,22650,40597,1345649,-6121,0.0735407601705692,-6883,0.0390795037883929,808223,-220014,20011370,0.0403881893143748
"CO",2016,3,"1",92107,192247,2123077,5395,8576,275726,-2072,0.0931091013712313,-2397,0.044609278688354,179570,-72911,2596815,0.0691500934798975
"CO",2016,3,"2",150917,264123,4099043,9106,16554,541584,-3589,0.10968943193941,-3671,0.0626753444417942,328400,-129477,5073801,0.0647246512033089
"CO",2016,3,"3",89096,207997,2933314,3241,7681,216705,-418,0.086210379815031,-730,0.0369284172367871,119575,-16340,3297948,0.0362573939916578
"CO",2016,3,"4",76376,151889,2745328,1851,3347,142912,-54,0.0438226668063266,-189,0.0220358287960287,68401,-1546,2973548,0.0230031598615526
"CO",2016,3,"5",73370,116769,2891723,1571,2328,101671,4,0.0317295897505793,-9,0.0199367982940678,57761,272,3070516,0.0188114961784925
"CO",2016,3,"6",70168,105806,2863672,1486,2111,67049,8,0.0300849390035344,113,0.019951609549553,54514,-12,2998740,0.0181789685001034
"CO",2016,4,"0",340069,711541,18708606,11456,23644,1112571,-2950,0.0695270665659028,-3712,0.0332292868576793,704400,-176461,20657587,0.034098851913343
"CO",2016,4,"1",19626,52121,764680,1134,1880,104234,-621,0.0957912972587384,-863,0.0360699142380231,67976,-36969,944296,0.0719859027254166
"CO",2016,4,"2",73792,150902,3334888,4343,8947,426433,-1944,0.121246205550737,-2329,0.0592901353196114,266468,-117168,4099949,0.0649930035715078
"CO",2016,4,"3",65246,171912,3498816,2352,6405,237855,-358,0.0981669374367777,-687,0.0372574340360184,145421,-21551,3904251,0.0372468368452746
"CO",2016,4,"4",61599,137170,3594428,1424,2969,155113,62,0.0481988343966623,136,0.0216446744915069,87939,4401,3836794,0.022919916993198
"CO",2016,4,"5",61298,107449,3795419,1176,1910,110372,130,0.0311592547880844,219,0.0177758750663105,72544,8124,3982662,0.0182149527125325
"CO",2016,4,"6",58508,91987,3720371,1027,1533,78561,-219,0.0262015450878512,-188,0.016665398371509,64049,-13299,3889633,0.0164665920923645
"CO",2016,5,"0",228341,540955,17969167,7066,15986,806055,-1305,0.0700093281539452,-1949,0.0295514414322818,611221,-112041,19457589,0.0314129874980914
"CO",2016,5,"1",4643,12056,251811,362,662,31094,-134,0.142580228300668,-167,0.0549104180491042,31040,-11125,313643,0.0989660218783776
"CO",2016,5,"2",38309,93178,2478383,2274,4987,267454,-863,0.130178287086585,-1110,0.053521217454764,195629,-74737,2977474,0.0657030086576743
"CO",2016,5,"3",48124,147549,3642644,1684,5054,201300,-335,0.105020364059513,-749,0.0342530278077113,146041,-29050,4017306,0.0363529688801401
"CO",2016,5,"4",46443,119263,3766946,1032,2400,133875,-30,0.0516762483043731,-72,0.020123592396636,89753,-2145,3991678,0.0224850301051337
"CO",2016,5,"5",46374,91227,3994125,879,1506,102440,37,0.0324750938025618,39,0.0165082705777895,76434,3267,4176566,0.0183006805112142
"CO",2016,5,"6",44448,77682,3835256,835,1377,69890,20,0.0309800215982721,110,0.0177261141577199,72320,1748,3980919,0.0181666595075157
"CO",2016,6,"0",348952,929820,43131374,9377,23878,1485276,-2774,0.0684277493752722,-6210,0.025680239186079,1271857,-382849,46161656,0.0275522394603868
